entity,cycles,instructions,cache_misses,time_ns,original_data
52,5700,8550,8,2850,"71,tool,full_spectrum_press.pl,"[71]",29,1369"
53,5800,8700,8,2900,"71,tool,galois_tower.pl,"[71]",29,1369"
54,5900,8850,8,2950,"71,tool,galois_tower_unification.pl,"[71]",29,1369"
55,6000,9000,9,3000,"71,tool,generate_audio.pl,"[71]",29,1369"
56,6100,9150,9,3050,"71,tool,generate_hf_datasets.pl,"[71]",29,1369"
57,6200,9300,9,3100,"71,tool,generate_latex_report.pl,"[71]",29,1369"
58,6300,9450,9,3150,"71,tool,generate_lilypond.pl,"[71]",29,1369"
59,6400,9600,9,3200,"71,tool,generate_literate_report.pl,"[71]",29,1369"
60,6500,9750,9,3250,"71,tool,generate_minizinc.pl,"[71]",29,1369"
61,6600,9900,9,3300,"71,tool,generate_score.pl,"[71]",29,1369"
62,6700,10050,10,3350,"71,tool,generate_v3_literate.pl,"[71]",29,1369"
63,6800,10200,10,3400,"71,tool,godel_programs.pl,"[71]",29,1369"
64,6900,10350,10,3450,"71,tool,godel_visit.pl,"[71]",29,1369"
65,7000,10500,10,3500,"71,tool,godel_wrapped.pl,"[71]",29,1369"
66,7100,10650,10,3550,"71,tool,grand_unification.pl,"[71]",29,1369"
67,7200,10800,10,3600,"71,tool,harmonic_complexity.pl,"[71]",29,1369"
68,7300,10950,10,3650,"71,tool,hecke_pipeline.pl,"[71]",29,1369"
69,7400,11100,11,3700,"71,tool,homomorphic_shards.pl,"[71]",29,1369"
70,7500,11250,11,3750,"71,tool,horizontal_meme_transfer.pl,"[71]",29,1369"
71,7600,11400,11,3800,"71,tool,infer_rust_producers.pl,"[71]",29,1369"
72,7700,11550,11,3850,"71,tool,ingest_lean_json.pl,"[71]",29,1369"
73,7800,11700,11,3900,"71,tool,ingest_mes.pl,"[71]",29,1369"
74,7900,11850,11,3950,"71,tool,ingest_ocaml_perf.pl,"[71]",29,1369"
75,8000,12000,12,4000,"71,tool,ingest_parquets_reasoning.pl,"[71]",29,1369"
76,8100,12150,12,4050,"71,tool,label_compcert_files.pl,"[71]",29,1369"
77,8200,12300,12,4100,"71,tool,label_source_with_traces.pl,"[71]",29,1369"
78,8300,12450,12,4150,"71,tool,lift_ocaml_to_rust.pl,"[71]",29,1369"
79,8400,12600,12,4200,"71,tool,lift_to_71_shards.pl,"[71]",29,1369"
80,8500,12750,12,4250,"71,tool,lift_to_metacoq.pl,"[71]",29,1369"
81,8600,12900,12,4300,"71,tool,lists_of_lists_meta.pl,"[71]",29,1369"
82,8700,13050,13,4350,"71,tool,llm_activation_lattice.pl,"[71]",29,1369"
83,8800,13200,13,4400,"71,tool,lmfdb_monster_model.pl,"[71]",29,1369"
84,8900,13350,13,4450,"71,tool,map_code_to_monster_lattice.pl,"[71]",29,1369"
85,9000,13500,13,4500,"71,tool,map_gcc_tree.pl,"[71]",29,1369"
86,9100,13650,13,4550,"71,tool,maxwells_equations_software.pl,"[71]",29,1369"
87,9200,13800,13,4600,"71,tool,mes_formalization.pl,"[71]",29,1369"
88,9300,13950,13,4650,"71,tool,mes_in_prolog.pl,"[71]",29,1369"
89,9400,14100,14,4700,"71,tool,meta_expert_system.pl,"[71]",29,1369"
90,9500,14250,14,4750,"71,tool,meta_prolog_universal_lift.pl,"[71]",29,1369"
91,9600,14400,14,4800,"71,tool,monitor_build_perf_ingest.pl,"[71]",29,1369"
92,9700,14550,14,4850,"71,tool,monster_complexity_proof.pl,"[71]",29,1369"
93,9800,14700,14,4900,"71,tool,monster_lattice_features.pl,"[71]",29,1369"
94,9900,14850,14,4950,"71,tool,monster_port.pl,"[71]",29,1369"
95,10000,15000,15,5000,"71,tool,multichain_anon_sampler.pl,"[71]",29,1369"
96,10100,15150,15,5050,"71,tool,muselang.pl,"[71]",29,1369"
97,10200,15300,15,5100,"71,tool,opcode_matrix.pl,"[71]",29,1369"
98,10300,15450,15,5150,"71,tool,operation_monster_embedding.pl,"[71]",29,1369"
99,10400,15600,15,5200,"71,tool,optimize_layout.pl,"[71]",29,1369"
100,10500,15750,15,5250,"71,tool,oracle_24h.pl,"[71]",29,1369"
101,10600,15900,15,5300,"71,tool,oracle_find_parquet_reader.pl,"[71]",29,1369"
102,10700,16050,16,5350,"71,tool,oracle_find_syn_parser.pl,"[71]",29,1369"
103,10800,16200,16,5400,"71,tool,oracle_git_history_mcts.pl,"[71]",29,1369"
104,10900,16350,16,5450,"71,tool,oracle_load_real_data.pl,"[71]",29,1369"
105,11000,16500,16,5500,"71,tool,oracle_map_filesystem.pl,"[71]",29,1369"
106,11100,16650,16,5550,"71,tool,oracle_parquet_scanner.pl,"[71]",29,1369"
107,11200,16800,16,5600,"71,tool,oracle_prove_lattice_real.pl,"[71]",29,1369"
108,11300,16950,16,5650,"71,tool,oracle_substrace_syn_finder.pl,"[71]",29,1369"
109,11400,17100,17,5700,"71,tool,parquet_expert.pl,"[71]",29,1369"
110,11500,17250,17,5750,"71,tool,parquet_lists.pl,"[71]",29,1369"
111,11600,17400,17,5800,"71,tool,parquet_macros.pl,"[71]",29,1369"
112,11700,17550,17,5850,"71,tool,perf_data.pl,"[71]",29,1369"
113,11800,17700,17,5900,"71,tool,perf_novelty_proof.pl,"[71]",29,1369"
114,11900,17850,17,5950,"71,tool,phase2_self_regenerate.pl,"[71]",29,1369"
115,12000,18000,18,6000,"71,tool,prime71_universe.pl,"[71]",29,1369"
116,12100,18150,18,6050,"71,tool,prime_23_elf_tools.pl,"[71]",29,1369"
117,12200,18300,18,6100,"71,tool,prime_abi_adapter.pl,"[71]",29,1369"
118,12300,18450,18,6150,"71,tool,prime_harmonics.pl,"[71]",29,1369"
119,12400,18600,18,6200,"71,tool,project_expert.pl,"[71]",29,1369"
120,12500,18750,18,6250,"71,tool,prolog_fork_queue.pl,"[71]",29,1369"
121,12600,18900,18,6300,"71,tool,prolog_orbits_self_label.pl,"[71]",29,1369"
122,12700,19050,19,6350,"71,tool,prolog_rustc_bridge.pl,"[71]",29,1369"
123,12800,19200,19,6400,"71,tool,prolog_to_rust.pl,"[71]",29,1369"
124,12900,19350,19,6450,"71,tool,prolog_unification_plan.pl,"[71]",29,1369"
125,13000,19500,19,6500,"71,tool,prove_congruence.pl,"[71]",29,1369"
126,13100,19650,19,6550,"71,tool,prove_elf_complexity_23.pl,"[71]",29,1369"
127,13200,19800,19,6600,"71,tool,prove_lattice_complexity.pl,"[71]",29,1369"
128,13300,19950,19,6650,"71,tool,pump_token_tracker.pl,"[71]",29,1369"
129,13400,20100,20,6700,"71,tool,real_measurements.pl,"[71]",29,1369"
130,13500,20250,20,6750,"71,tool,reason_lists_of_lists.pl,"[71]",29,1369"
131,13600,20400,20,6800,"71,tool,reconstruct_compcert.pl,"[71]",29,1369"
132,13700,20550,20,6850,"71,tool,register_analysis.pl,"[71]",29,1369"
133,13800,20700,20,6900,"71,tool,register_instruction_profiler.pl,"[71]",29,1369"
134,13900,20850,20,6950,"71,tool,safe_oracle_injection.pl,"[71]",29,1369"
135,14000,21000,21,7000,"71,tool,scheme_c_convergence.pl,"[71]",29,1369"
136,14100,21150,21,7050,"71,tool,search_fuzzing_code.pl,"[71]",29,1369"
137,14200,21300,21,7100,"71,tool,self_aware_prolog.pl,"[71]",29,1369"
138,14300,21450,21,7150,"71,tool,self_eigenvector.pl,"[71]",29,1369"
139,14400,21600,21,7200,"71,tool,self_hosting_prolog_tower.pl,"[71]",29,1369"
140,14500,21750,21,7250,"71,tool,self_introspect_homotopy.pl,"[71]",29,1369"
141,14600,21900,21,7300,"71,tool,self_reading_prolog.pl,"[71]",29,1369"
142,14700,22050,22,7350,"71,tool,self_replicating_seed.pl,"[71]",29,1369"
143,14800,22200,22,7400,"71,tool,self_tracing_fixed_point.pl,"[71]",29,1369"
144,14900,22350,22,7450,"71,tool,self_translate_prove.pl,"[71]",29,1369"
145,15000,22500,22,7500,"71,tool,shard_into_71.pl,"[71]",29,1369"
146,15100,22650,22,7550,"71,tool,solana_predictor.pl,"[71]",29,1369"
147,15200,22800,22,7600,"71,tool,solana_v10.pl,"[71]",29,1369"
148,15300,22950,22,7650,"71,tool,solana_v12.pl,"[71]",29,1369"
149,15400,23100,23,7700,"71,tool,solana_v13.pl,"[71]",29,1369"
150,15500,23250,23,7750,"71,tool,solana_v14.pl,"[71]",29,1369"
151,15600,23400,23,7800,"71,tool,solana_v15.pl,"[71]",29,1369"
152,15700,23550,23,7850,"71,tool,solana_v16.pl,"[71]",29,1369"
153,15800,23700,23,7900,"71,tool,solana_v19.pl,"[71]",29,1369"
154,15900,23850,23,7950,"71,tool,solana_v2.pl,"[71]",29,1369"
155,16000,24000,24,8000,"71,tool,solana_v21.pl,"[71]",29,1369"
156,16100,24150,24,8050,"71,tool,solana_v22.pl,"[71]",29,1369"
157,16200,24300,24,8100,"71,tool,solana_v23.pl,"[71]",29,1369"
158,16300,24450,24,8150,"71,tool,solana_v25.pl,"[71]",29,1369"
159,16400,24600,24,8200,"71,tool,solana_v27.pl,"[71]",29,1369"
160,16500,24750,24,8250,"71,tool,solana_v28.pl,"[71]",29,1369"
161,16600,24900,24,8300,"71,tool,solana_v29.pl,"[71]",29,1369"
162,16700,25050,25,8350,"71,tool,solana_v3.pl,"[71]",29,1369"
163,16800,25200,25,8400,"71,tool,solana_v30.pl,"[71]",29,1369"
164,16900,25350,25,8450,"71,tool,solana_v31.pl,"[71]",29,1369"
165,17000,25500,25,8500,"71,tool,solana_v32.pl,"[71]",29,1369"
166,17100,25650,25,8550,"71,tool,solana_v34.pl,"[71]",29,1369"
167,17200,25800,25,8600,"71,tool,solana_v35.pl,"[71]",29,1369"
168,17300,25950,25,8650,"71,tool,solana_v36.pl,"[71]",29,1369"
169,17400,26100,26,8700,"71,tool,solana_v4.pl,"[71]",29,1369"
170,17500,26250,26,8750,"71,tool,solana_v5.pl,"[71]",29,1369"
171,17600,26400,26,8800,"71,tool,solana_v6.pl,"[71]",29,1369"
172,17700,26550,26,8850,"71,tool,solana_v7.pl,"[71]",29,1369"
173,17800,26700,26,8900,"71,tool,solana_v8.pl,"[71]",29,1369"
174,17900,26850,26,8950,"71,tool,solana_v9.pl,"[71]",29,1369"
175,18000,27000,27,9000,"71,tool,strange_loop.pl,"[71]",29,1369"
176,18100,27150,27,9050,"71,tool,syntax_lattice.pl,"[71]",29,1369"
177,18200,27300,27,9100,"71,tool,test_all_primes.pl,"[71]",29,1369"
178,18300,27450,27,9150,"71,tool,test_compiler_equivalence.pl,"[71]",29,1369"
179,18400,27600,27,9200,"71,tool,test_variations.pl,"[71]",29,1369"
180,18500,27750,27,9250,"71,tool,thermodynamic_proof.pl,"[71]",29,1369"
181,18600,27900,27,9300,"71,tool,trisimulation.pl,"[71]",29,1369"
182,18700,28050,28,9350,"71,tool,universal_compiler.pl,"[71]",29,1369"
183,18800,28200,28,9400,"71,tool,universal_convergence.pl,"[71]",29,1369"
184,18900,28350,28,9450,"71,tool,universal_coq_consumer.pl,"[71]",29,1369"
185,19000,28500,28,9500,"71,tool,universal_godel_lattice.pl,"[71]",29,1369"
186,19100,28650,28,9550,"71,tool,universal_port.pl,"[71]",29,1369"
187,19200,28800,28,9600,"71,tool,universal_syntax_inference.pl,"[71]",29,1369"
188,19300,28950,28,9650,"71,tool,update_metacoq_repos.pl,"[71]",29,1369"
189,19400,29100,29,9700,"71,tool,visualize_harmonics.pl,"[71]",29,1369"
190,19500,29250,29,9750,"71,tool,ziggurat_tower.pl,"[71]",29,1369"
191,19600,29400,29,9800,"71,tool,zk_witness_system.pl,"[71]",29,1369"
192,19700,29550,29,9850,"71,tool,zkml_seed.pl,"[71]",29,1369"
193,19800,29700,29,9900,"71,tool,zkprologml.pl,"[71]",29,1369"
194,19900,29850,29,9950,"71,tool,zkprologml_fork.pl,"[71]",29,1369"
195,20000,30000,30,10000,"71,tool,zkprologml_metacoq_equiv.pl,"[71]",29,1369"
196,20100,30150,30,10050,"19,file,generated/audio_features.parquet,"[19]",3,381"
197,20200,30300,30,10100,"2,file,generated/emoji_patterns.rs,"[2]",67,58"
198,20300,30450,30,10150,"2,file,generated/mes_verified.rs,"[2]",67,58"
199,20400,30600,30,10200,"2,file,generated/prolog_fast.rs,"[2]",67,58"
200,20500,30750,30,10250,"2,file,generated/prolog_interp.rs,"[2]",67,58"
201,20600,30900,30,10300,"2,file,generated/prolog_to_rust.rs,"[2]",67,58"
202,20700,31050,31,10350,"2,file,generated/regenerated_prime.rs,"[2]",67,58"
203,20800,31200,31,10400,"2,file,generated/rust_primes.rs,"[2]",67,58"
204,20900,31350,31,10450,"2,file,generated/rust_verified.rs,"[2]",67,58"
205,21000,31500,31,10500,"2,tool,audio_analyzer.rs,"[2]",67,58"
206,21100,31650,31,10550,"2,tool,elf_complexity_23.rs,"[2]",67,58"
207,21200,31800,31,10600,"2,tool,extract_noweb.rs,"[2]",67,58"
208,21300,31950,31,10650,"2,tool,generate_clean_datasets.rs,"[2]",67,58"
209,21400,32100,32,10700,"3,file,generated/MINING_INSTRUCTIONS.md,"[3]",61,77"
210,21500,32250,32,10750,"3,file,generated/c_scheme_unification.v,"[3]",61,77"
211,21600,32400,32,10800,"3,file,generated/compiler_symphony.ly,"[3]",61,77"
212,21700,32550,32,10850,"3,file,generated/convergence.v,"[3]",61,77"
213,21800,32700,32,10900,"3,file,generated/coq_extracted.cmi,"[3]",61,77"
214,21900,32850,32,10950,"3,file,generated/coq_extracted.cmx,"[3]",61,77"
215,22000,33000,33,11000,"3,file,generated/coq_extracted.ml,"[3]",61,77"
216,22100,33150,33,11050,"3,file,generated/coq_extracted.o,"[3]",61,77"
217,22200,33300,33,11100,"3,file,generated/factorial.c,"[3]",61,77"
218,22300,33450,33,11150,"3,file,generated/factorial_gcc,"[3]",61,77"
219,22400,33600,33,11200,"3,file,generated/factorial_gcc.objdump,"[3]",61,77"
220,22500,33750,33,11250,"3,file,generated/factorial_gcc.s,"[3]",61,77"
221,22600,33900,33,11300,"3,file,generated/flag_2_2,"[3]",61,77"
222,22700,34050,34,11350,"3,file,generated/flag_2_3,"[3]",61,77"
223,22800,34200,34,11400,"3,file,generated/flag_2_5,"[3]",61,77"
224,22900,34350,34,11450,"3,file,generated/flag_2_7,"[3]",61,77"
225,23000,34500,34,11500,"3,file,generated/flag_30_2,"[3]",61,77"
226,23100,34650,34,11550,"3,file,generated/flag_30_3,"[3]",61,77"
227,23200,34800,34,11600,"3,file,generated/flag_30_5,"[3]",61,77"
228,23300,34950,34,11650,"3,file,generated/flag_30_7,"[3]",61,77"
229,23400,35100,35,11700,"3,file,generated/flag_6_2,"[3]",61,77"
230,23500,35250,35,11750,"3,file,generated/flag_6_3,"[3]",61,77"
231,23600,35400,35,11800,"3,file,generated/flag_6_5,"[3]",61,77"
232,23700,35550,35,11850,"3,file,generated/flag_6_7,"[3]",61,77"
233,23800,35700,35,11900,"3,file,generated/godel_10_2,"[3]",61,77"
234,23900,35850,35,11950,"3,file,generated/godel_10_2.c,"[3]",61,77"
235,24000,36000,36,12000,"3,file,generated/godel_10_5,"[3]",61,77"
236,24100,36150,36,12050,"3,file,generated/godel_10_5.c,"[3]",61,77"
237,24200,36300,36,12100,"3,file,generated/godel_210_2,"[3]",61,77"
238,24300,36450,36,12150,"3,file,generated/godel_210_2.c,"[3]",61,77"
239,24400,36600,36,12200,"3,file,generated/godel_210_3,"[3]",61,77"
240,24500,36750,36,12250,"3,file,generated/godel_210_3.c,"[3]",61,77"
241,24600,36900,36,12300,"3,file,generated/godel_210_5,"[3]",61,77"
242,24700,37050,37,12350,"3,file,generated/godel_210_5.c,"[3]",61,77"
243,24800,37200,37,12400,"3,file,generated/godel_210_7,"[3]",61,77"
244,24900,37350,37,12450,"3,file,generated/godel_210_7.c,"[3]",61,77"
245,25000,37500,37,12500,"3,file,generated/godel_2_2,"[3]",61,77"
246,25100,37650,37,12550,"3,file,generated/godel_2_2.c,"[3]",61,77"
247,25200,37800,37,12600,"3,file,generated/godel_2_2_optimized,"[3]",61,77"
248,25300,37950,37,12650,"3,file,generated/godel_30_2,"[3]",61,77"
249,25400,38100,38,12700,"3,file,generated/godel_30_2.c,"[3]",61,77"
250,25500,38250,38,12750,"3,file,generated/godel_30_3,"[3]",61,77"
251,25600,38400,38,12800,"3,file,generated/godel_30_3.c,"[3]",61,77"
252,25700,38550,38,12850,"3,file,generated/godel_30_5,"[3]",61,77"
253,25800,38700,38,12900,"3,file,generated/godel_30_5.c,"[3]",61,77"
254,25900,38850,38,12950,"3,file,generated/godel_30_5_optimized,"[3]",61,77"
255,26000,39000,39,13000,"3,file,generated/godel_6_2,"[3]",61,77"
256,26100,39150,39,13050,"3,file,generated/godel_6_2.c,"[3]",61,77"
257,26200,39300,39,13100,"3,file,generated/godel_6_3,"[3]",61,77"
258,26300,39450,39,13150,"3,file,generated/godel_6_3.c,"[3]",61,77"
259,26400,39600,39,13200,"3,file,generated/godel_6_3_optimized,"[3]",61,77"
260,26500,39750,39,13250,"3,file,generated/llm_activation.log,"[3]",61,77"
261,26600,39900,39,13300,"3,file,generated/maxwells_equations.scm,"[3]",61,77"
262,26700,40050,40,13350,"3,file,generated/maxwells_equations.v,"[3]",61,77"
263,26800,40200,40,13400,"3,file,generated/maxwells_equations_mes.scm,"[3]",61,77"
264,26900,40350,40,13450,"3,file,generated/mes_metacoq.v,"[3]",61,77"
265,27000,40500,40,13500,"3,file,generated/monster_lattice_report.log,"[3]",61,77"
266,27100,40650,40,13550,"3,file,generated/monster_lattice_report.tex,"[3]",61,77"
267,27200,40800,40,13600,"3,file,generated/monster_literate.nw,"[3]",61,77"
268,27300,40950,40,13650,"3,file,generated/muselang.ll,"[3]",61,77"
269,27400,41100,41,13700,"3,file,generated/musical_score.txt,"[3]",61,77"
270,27500,41250,41,13750,"3,file,generated/ocaml_primes,"[3]",61,77"
271,27600,41400,41,13800,"3,file,generated/ocaml_to_coq.v,"[3]",61,77"
272,27700,41550,41,13850,"3,file,generated/optimized_order.txt,"[3]",61,77"
273,27800,41700,41,13900,"3,file,generated/perf_10_2.data,"[3]",61,77"
274,27900,41850,41,13950,"3,file,generated/perf_10_5.data,"[3]",61,77"
275,28000,42000,42,14000,"3,file,generated/perf_210_2.data,"[3]",61,77"
276,28100,42150,42,14050,"3,file,generated/perf_210_3.data,"[3]",61,77"
277,28200,42300,42,14100,"3,file,generated/perf_210_5.data,"[3]",61,77"
278,28300,42450,42,14150,"3,file,generated/perf_210_7.data,"[3]",61,77"
279,28400,42600,42,14200,"3,file,generated/perf_2_2.data,"[3]",61,77"
280,28500,42750,42,14250,"3,file,generated/perf_30_2.data,"[3]",61,77"
281,28600,42900,42,14300,"3,file,generated/perf_30_3.data,"[3]",61,77"
282,28700,43050,43,14350,"3,file,generated/perf_30_5.data,"[3]",61,77"
283,28800,43200,43,14400,"3,file,generated/perf_6_2.data,"[3]",61,77"
284,28900,43350,43,14450,"3,file,generated/perf_6_3.data,"[3]",61,77"
285,29000,43500,43,14500,"3,file,generated/perf_clang.data,"[3]",61,77"
286,29100,43650,43,14550,"3,file,generated/perf_clang.data.old,"[3]",61,77"
287,29200,43800,43,14600,"3,file,generated/perf_closed_loop.data,"[3]",61,77"
288,29300,43950,43,14650,"3,file,generated/perf_closed_loop.data.old,"[3]",61,77"
289,29400,44100,44,14700,"3,file,generated/perf_coq_extracted.txt,"[3]",61,77"
290,29500,44250,44,14750,"3,file,generated/perf_gcc.data,"[3]",61,77"
291,29600,44400,44,14800,"3,file,generated/perf_gcc.data.old,"[3]",61,77"
292,29700,44550,44,14850,"3,file,generated/perf_llm_activation.data,"[3]",61,77"
293,29800,44700,44,14900,"3,file,generated/perf_llm_activation.data.old,"[3]",61,77"
294,29900,44850,44,14950,"3,file,generated/perf_maxwells_mes.data,"[3]",61,77"
295,30000,45000,45,15000,"3,file,generated/perf_ocaml_primes.data,"[3]",61,77"
296,30100,45150,45,15050,"3,file,generated/perf_rust_original.txt,"[3]",61,77"
297,30200,45300,45,15100,"3,file,generated/perf_rust_primes_bin.data,"[3]",61,77"
298,30300,45450,45,15150,"3,file,generated/perf_rust_verified.data,"[3]",61,77"
299,30400,45600,45,15200,"3,file,generated/perf_rust_verified.txt,"[3]",61,77"
300,30500,45750,45,15250,"3,file,generated/perf_tcc.data,"[3]",61,77"
301,30600,45900,45,15300,"3,file,generated/perf_tcc.data.old,"[3]",61,77"
302,30700,46050,46,15350,"3,file,generated/prime_harmony.wav,"[3]",61,77"
303,30800,46200,46,15400,"3,file,generated/prolog_demo.html,"[3]",61,77"
304,30900,46350,46,15450,"3,file,generated/prolog_interp.v,"[3]",61,77"
305,31000,46500,46,15500,"3,file,generated/prolog_interp_metacoq.v,"[3]",61,77"
306,31100,46650,46,15550,"3,file,generated/prolog_symphony.ly,"[3]",61,77"
307,31200,46800,46,15600,"3,file,generated/prolog_symphony.midi,"[3]",61,77"
308,31300,46950,46,15650,"3,file,generated/prolog_symphony.pdf,"[3]",61,77"
309,31400,47100,47,15700,"3,file,generated/prolog_symphony.wav,"[3]",61,77"
310,31500,47250,47,15750,"3,file,generated/regenerated_prime.c,"[3]",61,77"
311,31600,47400,47,15800,"3,file,generated/regenerated_prime.ml,"[3]",61,77"
312,31700,47550,47,15850,"3,file,generated/regenerated_prime.v,"[3]",61,77"
313,31800,47700,47,15900,"3,file,generated/rust_primes_bin,"[3]",61,77"
314,31900,47850,47,15950,"3,file,generated/rust_to_coq.v,"[3]",61,77"
315,32000,48000,48,16000,"3,file,generated/rust_to_coq.v.extract,"[3]",61,77"
316,32100,48150,48,16050,"3,file,generated/rust_verified,"[3]",61,77"
317,32200,48300,48,16100,"3,file,generated/scheme_dependent_type.v,"[3]",61,77"
318,32300,48450,48,16150,"3,file,generated/symphony_layout.mzn,"[3]",61,77"
319,32400,48600,48,16200,"3,file,generated/syntax_lattice.v,"[3]",61,77"
320,32500,48750,48,16250,"3,file,generated/test_3_1_profiled,"[3]",61,77"
321,32600,48900,48,16300,"3,file,generated/test_3_1_profiled_profile.perf.data,"[3]",61,77"
322,32700,49050,49,16350,"3,file,generated/test_3_1_profiled_profile.perf.data.old,"[3]",61,77"
323,32800,49200,49,16400,"3,file,generated/zkprologml_v3.nw,"[3]",61,77"
324,32900,49350,49,16450,"23,tool,24_hour_system.nix,"[23]",61,457"
325,33000,49500,49,16500,"23,tool,fifth_generation.nix,"[23]",61,457"
326,33100,49650,49,16550,"23,tool,trisimulation.nix,"[23]",61,457"
327,33200,49800,49,16600,"23,tool,zkml_seed.nix,"[23]",61,457"
328,33300,49950,49,16650,"61,file,generated/c_scheme_unification.lean,"[61]",71,1179"
329,33400,50100,50,16700,"61,file,generated/convergence.lean,"[61]",71,1179"
330,33500,50250,50,16750,"61,file,generated/emoji_patterns.lean,"[61]",71,1179"
331,33600,50400,50,16800,"61,file,generated/maxwells_equations.lean,"[61]",71,1179"
332,33700,50550,50,16850,"61,file,generated/opcode_matrix.lean,"[61]",71,1179"
333,33800,50700,50,16900,"61,file,generated/prime_convergence.lean,"[61]",71,1179"
334,33900,50850,50,16950,"61,file,generated/runtime_convergence.lean,"[61]",71,1179"
335,34000,51000,51,17000,"61,tool,71_layers_proof.lean,"[61]",71,1179"
336,34100,51150,51,17050,"61,tool,all_theorems.lean,"[61]",71,1179"
337,34200,51300,51,17100,"61,tool,athena_lattice.lean,"[61]",71,1179"
338,34300,51450,51,17150,"61,tool,bott_periodicity_proof.lean,"[61]",71,1179"
339,34400,51600,51,17200,"61,tool,c_syntax_harmonics.lean,"[61]",71,1179"
